rheaid	reactionEquation	L	R
RHEA:20405	H2O + N-acetyl-LL-2,6-diaminoheptanedioate = acetate + LL-2,6-diaminoheptanedioate	CHEBI:15377, CHEBI:58767	CHEBI:30089, CHEBI:57609
RHEA:20409	alpha-D-glucose 1-phosphate + riboflavin = D-glucose + FMN	CHEBI:57986, CHEBI:58601	CHEBI:58210, CHEBI:4167
RHEA:20413	glucuronoxylan D-glucuronate + n S-adenosyl-L-methionine = glucuronoxylan 4-O-methyl-D-glucuronate + n H(+) + n S-adenosyl-L-homocysteine	POLYMER:14499, CHEBI:59789	POLYMER:14500, CHEBI:15378, CHEBI:57856
RHEA:20417	coelenterazine + O2 = CO2 + coelenteramide + hnu	CHEBI:15379, CHEBI:2311	CHEBI:30212, CHEBI:16526, CHEBI:41487
RHEA:20421	alpha-maltose 6'-phosphate + H2O = D-glucose + D-glucose 6-phosphate	CHEBI:15377, CHEBI:57478	CHEBI:4167, CHEBI:61548
RHEA:20425	2-oxoglutarate + ATP + hydrogencarbonate = ADP + H(+) + oxalosuccinate + phosphate	CHEBI:17544, CHEBI:16810, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:58931
RHEA:20429	apigenin + S-adenosyl-L-methionine = acacetin + H(+) + S-adenosyl-L-homocysteine	CHEBI:58470, CHEBI:59789	CHEBI:15378, CHEBI:57856, CHEBI:57284
RHEA:20433	NAD(+) + xylitol = D-xylulose + H(+) + NADH	CHEBI:57540, CHEBI:17151	CHEBI:57945, CHEBI:17140, CHEBI:15378
RHEA:20437	5D-5-O-methyl-chiro-inositol + NADP(+) = 2D-5-O-methyl-2,3,5/4,6-pentahydroxycyclohexanone + H(+) + NADPH	CHEBI:58349, CHEBI:28548	CHEBI:15378, CHEBI:57783, CHEBI:16058
RHEA:20441	L-cysteine + O2 = 3-sulfino-L-alanine + H(+)	CHEBI:15379, CHEBI:35235	CHEBI:15378, CHEBI:61085
RHEA:20445	L-arogenate + oxaloacetate = L-aspartate + prephenate	CHEBI:58180, CHEBI:16452	CHEBI:29934, CHEBI:29991
RHEA:20449	5-amino-4-chloro-2-(2,3-dihydroxyphenyl)pyridazin-3(2H)-one + O2 = 5-amino-4-chloro-2-(2-hydroxymuconoyl)pyridazin-3(2H)-one + 2 H(+)	CHEBI:15379, CHEBI:17147	CHEBI:15378, CHEBI:58308
RHEA:20453	scopoletin + UDP-alpha-D-glucose = H(+) + scopolin + UDP	CHEBI:58885, CHEBI:17488	CHEBI:58223, CHEBI:15378, CHEBI:16065
RHEA:20457	D-arabinose + NAD(+) = D-arabinono-1,4-lactone + H(+) + NADH	CHEBI:57540, CHEBI:46994	CHEBI:57945, CHEBI:15378, CHEBI:16292
RHEA:20461	an N(2)-[(3R)-3-(2-saturated-acyloxy)acyl]-L-ornithine lipid + 3 S-adenosyl-L-methionine = an N,N,N-trimethylornithine lipid + 3 H(+) + 3 S-adenosyl-L-homocysteine	CHEBI:59789, CHEBI:138473	CHEBI:15378, CHEBI:57856, CHEBI:138481
RHEA:20465	[hyaluronan](n) + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N-acetyl-beta-D-glucosaminyl-(1->4)-[hyaluronan](n) + UDP	CHEBI:57705, POLYMER:12583	POLYMER:12585, CHEBI:58223, CHEBI:15378
RHEA:20469	H2O + IMP = D-ribose 5-phosphate + hypoxanthine	CHEBI:15377, CHEBI:58053	CHEBI:78346, CHEBI:17368
RHEA:20473	(R)-lipoyl-AMP + [lipoyl-carrier protein]-L-lysine = [lipoyl-carrier protein]-(R)-N(6)-lipoyl-L-lysine + AMP + 2 H(+)	CHEBI:83091, GENERIC:10500	CHEBI:456215, CHEBI:15378, GENERIC:10502
RHEA:20481	3'-phosphoadenylyl sulfate + coelenterazine h = adenosine 3',5'-bisphosphate + H(+) + luciferyl sulfate	CHEBI:58339, CHEBI:16531	CHEBI:58343, CHEBI:15378, CHEBI:58242
RHEA:20485	(S)-scoulerine + O2 + reduced [NADPH--hemoprotein reductase] = (S)-cheilanthifoline + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:17129	GENERIC:11965, CHEBI:15377, CHEBI:16233, CHEBI:15378
RHEA:20489	1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + L-alanyl-tRNA(Ala) = 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-alanyl)-sn-glycerol + tRNA(Ala)	CHEBI:64716, GENERIC:9923	GENERIC:9657, CHEBI:75793
RHEA:20493	an N-acetyl-beta-D-glucosaminyl derivative + UDP-N-acetyl-alpha-D-galactosamine = an N-acetyl-beta-D-galactosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + H(+) + UDP	CHEBI:67138, CHEBI:61631	CHEBI:58223, CHEBI:15378, CHEBI:138027
RHEA:20497	2-arylethylamine + acetyl-CoA = CoA + H(+) + N-acetyl-2-arylethylamine	CHEBI:57288, CHEBI:77827	CHEBI:57287, CHEBI:15378, CHEBI:55469
RHEA:20501	H(+) + 2 pyruvate = 2-acetolactate + CO2	CHEBI:15378, CHEBI:15361	CHEBI:16526, CHEBI:57774
RHEA:20505	an alpha-(gamma-L-glutamyl)-L-amino acid = 5-oxo-L-proline + an L-alpha-amino acid	CHEBI:71304	CHEBI:58402, CHEBI:59869
RHEA:20509	ATP + viomycin = ADP + H(+) + O-phosphoviomycin	CHEBI:30616, CHEBI:60081	CHEBI:456216, CHEBI:15378, CHEBI:60080
RHEA:20513	2-aryl-2-methylmalonate + H(+) = 2-arylpropionate + CO2	CHEBI:15378, CHEBI:57542	CHEBI:16526, CHEBI:57738
RHEA:20517	UDP-N-acetyl-alpha-D-glucosamine = UDP-N-acetyl-alpha-D-galactosamine	CHEBI:57705	CHEBI:67138
RHEA:20521	(R)-3-hydroxybutanoate + NAD(+) = acetoacetate + H(+) + NADH	CHEBI:57540, CHEBI:10983	CHEBI:57945, CHEBI:15378, CHEBI:13705
RHEA:20525	ATP + ethylamine + L-glutamate = ADP + H(+) + N(5)-ethyl-L-glutamine + phosphate	CHEBI:29985, CHEBI:566789, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:58128
RHEA:20529	2-cis-(+)-abscisic aldehyde + H2O + O2 = 2-cis-(+)-abscisate + H(+) + H2O2	CHEBI:15379, CHEBI:31157, CHEBI:15377	CHEBI:16240, CHEBI:15378, CHEBI:37569
RHEA:20533	H2O + pyridoxal 5'-phosphate = phosphate + pyridoxal	CHEBI:15377, CHEBI:597326	CHEBI:17310, CHEBI:43474
RHEA:20537	H2O + holo-[ACP] = apo-[ACP] + D-pantetheine 4'-phosphate + H(+)	CHEBI:15377, GENERIC:9685	CHEBI:15378, GENERIC:9690, CHEBI:61723
RHEA:20541	H(+) + Mg-13(1)-hydroxyprotoporphyrin 13-monomethyl ester + NADPH + O2 = 2 H2O + Mg-13(1)-oxoprotoporphyrin 13-monomethyl ester + NADP(+)	CHEBI:15379, CHEBI:15378, CHEBI:57783, CHEBI:60489	CHEBI:15377, CHEBI:58349, CHEBI:60490
RHEA:20545	H(+) + L-kynurenine + NADPH + O2 = 3-hydroxy-L-kynurenine + H2O + NADP(+)	CHEBI:15379, CHEBI:57959, CHEBI:15378, CHEBI:57783	CHEBI:15377, CHEBI:58349, CHEBI:58125
RHEA:20549	2 [Fe(III)cytochrome c] + 2 thiosulfate = 2 [Fe(II)cytochrome c] + 2 H(+) + tetrathionate	GENERIC:14399, CHEBI:33542	GENERIC:10350, CHEBI:15226, CHEBI:15378
RHEA:20553	(R)-methylmalonyl-CoA = (S)-methylmalonyl-CoA	CHEBI:57326	CHEBI:57327
RHEA:20557	2 H(+) + H2O + urea = CO2 + 2 NH4(+)	CHEBI:15377, CHEBI:16199, CHEBI:15378	CHEBI:28938, CHEBI:16526
RHEA:20561	3-hydroxypyruvate + H(+) = CO2 + glycolaldehyde	CHEBI:15378, CHEBI:17180	CHEBI:17071, CHEBI:16526
RHEA:20565	(2E)-geranyl diphosphate + H2O = (1S,2S,4R)-endo-fenchol + diphosphate	CHEBI:15377, CHEBI:58057	CHEBI:33019, CHEBI:15405
RHEA:20569	H2O + L-arginine = L-ornithine + urea	CHEBI:15377, CHEBI:32682	CHEBI:46911, CHEBI:16199
RHEA:20573	calcidiol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = calcitriol + H2O + 2 oxidized [adrenodoxin]	CHEBI:15379, CHEBI:15378, GENERIC:9998, CHEBI:17933	CHEBI:15377, GENERIC:9999, CHEBI:17823
RHEA:20577	3-hydroxyaminophenol = aminohydroquinone	CHEBI:50446	CHEBI:13769
RHEA:20581	H2O + NAD(+) + NH4(+) = 2 H(+) + hydroxylamine + NADH	CHEBI:28938, CHEBI:15377, CHEBI:57540	CHEBI:57945, CHEBI:15429, CHEBI:15378
RHEA:20585	loganin + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase] + secologanin	GENERIC:11964, CHEBI:15379, CHEBI:15771	GENERIC:11965, CHEBI:15377, CHEBI:18002, CHEBI:15378
RHEA:20589	glutaryl-CoA + H(+) + oxidized [electron-transfer flavoprotein] = (2E)-glutaconyl-CoA + reduced [electron-transfer flavoprotein]	GENERIC:10685, CHEBI:15378, CHEBI:57378	GENERIC:10686, CHEBI:57353
RHEA:20593	H2O + N-acetyl-D-glucosamine = acetate + D-glucosamine	CHEBI:15377, CHEBI:506227	CHEBI:58723, CHEBI:30089
RHEA:20597	2 L-cysteine + NAD(+) = H(+) + L-cystine + NADH	CHEBI:35235, CHEBI:57540	CHEBI:57945, CHEBI:15378, CHEBI:35491
RHEA:20601	formaldehyde + mycothiol + NAD(+) = H(+) + NADH + S-formylmycothiol	CHEBI:16842, CHEBI:57540, CHEBI:16768	CHEBI:57945, CHEBI:15378, CHEBI:15735
RHEA:20605	cytosine + H(+) + H2O = NH4(+) + uracil	CHEBI:15377, CHEBI:15378, CHEBI:16040	CHEBI:28938, CHEBI:17568
RHEA:20609	2-dehydro-3-deoxy-D-arabinonate = glycolaldehyde + pyruvate	CHEBI:16699	CHEBI:15361, CHEBI:17071
RHEA:20613	3'-phosphoadenylyl sulfate + a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine = adenosine 3',5'-bisphosphate + H(+) + N-acyl-1-beta-D-(3-O-sulfo)-galactosyl-sphing-4-enine	CHEBI:58339, CHEBI:18390	CHEBI:58343, CHEBI:15378, CHEBI:75956
RHEA:20617	L-galactono-1,4-lactone + O2 = H(+) + H2O2 + L-ascorbate	CHEBI:15379, CHEBI:17464	CHEBI:38290, CHEBI:16240, CHEBI:15378
RHEA:20621	ATP + H2O + Zn(2+)(in) = ADP + H(+) + phosphate + Zn(2+)(out)	CHEBI:15377, CHEBI:30616, CHEBI:29105	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:29105
RHEA:20625	2 [Fe(III)-cytochrome c3] + H2 = 2 [Fe(II)-cytochrome c3] + 2 H(+)	CHEBI:18276, GENERIC:11576	CHEBI:15378, GENERIC:11577
RHEA:20629	H2O + O-phospho-L-seryl-[protein] = L-seryl-[protein] + phosphate	CHEBI:15377, GENERIC:11604	CHEBI:43474, GENERIC:9863
RHEA:20633	a (3R)-hydroxyacyl-[ACP] + L-ornithine = a lyso-ornithine lipid + H(+) + holo-[ACP]	CHEBI:46911, GENERIC:9945	CHEBI:15378, GENERIC:9685, CHEBI:138482
RHEA:20637	D-fructose + D-glucose = D-glucono-1,5-lactone + D-sorbitol	CHEBI:4167, CHEBI:37721	CHEBI:17924, CHEBI:16217
RHEA:20641	H2O + L-histidinol + 2 NAD(+) = 3 H(+) + L-histidine + 2 NADH	CHEBI:57699, CHEBI:15377, CHEBI:57540	CHEBI:57945, CHEBI:15378, CHEBI:57595
RHEA:20649	23,24-dihydrocucurbitacin B + NADP(+) = cucurbitacin B + H(+) + NADPH	CHEBI:58349, CHEBI:62217	CHEBI:15378, CHEBI:57783, CHEBI:3941
RHEA:20653	23,24-dihydrocucurbitacin B + NAD(+) = cucurbitacin B + H(+) + NADH	CHEBI:57540, CHEBI:62217	CHEBI:57945, CHEBI:15378, CHEBI:3941
RHEA:20657	4-chlorophenylacetonitrile + 2 H2O = 4-chlorophenylacetate + NH4(+)	CHEBI:15377, CHEBI:17346	CHEBI:28938, CHEBI:16237
RHEA:20661	D-alanyl-D-alanine + H2O = 2 D-alanine	CHEBI:15377, CHEBI:57822	CHEBI:57416
RHEA:20665	1,5-anhydro-D-glucitol + NADP(+) = 1,5-anhydro-D-fructose + H(+) + NADPH	CHEBI:58349, CHEBI:16070	CHEBI:16715, CHEBI:15378, CHEBI:57783
RHEA:20669	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + NAD(+) = 4alpha-methyl-5alpha-cholest-7-en-3-one + CO2 + NADH	CHEBI:57540, CHEBI:58387	CHEBI:57945, CHEBI:16526, CHEBI:16495
RHEA:20673	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + NADP(+) = 4alpha-methyl-5alpha-cholest-7-en-3-one + CO2 + NADPH	CHEBI:58387, CHEBI:58349	CHEBI:57783, CHEBI:16526, CHEBI:16495
RHEA:20677	alizarin + UDP-alpha-D-glucose = 1-hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone + H(+) + UDP	CHEBI:58885, CHEBI:16866	CHEBI:58223, CHEBI:15378, CHEBI:17770
RHEA:20681	cis-zeatin + UDP-alpha-D-glucose = H(+) + O-beta-D-glucosyl-cis-zeatin + UDP	CHEBI:58885, CHEBI:46570	CHEBI:58223, CHEBI:15378, CHEBI:29043
RHEA:20685	galactitol + NAD(+) = H(+) + keto-D-tagatose + NADH	CHEBI:57540, CHEBI:16813	CHEBI:57945, CHEBI:15378, CHEBI:47693
RHEA:20689	chlorogenate + H2O = (E)-caffeate + H(+) + L-quinate	CHEBI:15377, CHEBI:57644	CHEBI:57770, CHEBI:15378, CHEBI:29751
RHEA:20696	2 H(+) + 2 superoxide = H2O2 + O2	CHEBI:15378, CHEBI:18421	CHEBI:15379, CHEBI:16240
RHEA:20700	ATP + lipid A disaccharide (E. coli) = ADP + H(+) + lipid IVA (E. coli)	CHEBI:30616, CHEBI:58466	CHEBI:456216, CHEBI:15378, CHEBI:58603
RHEA:20704	a D-alpha-amino acid + acetyl-CoA = an N-acetyl-D-amino acid + CoA + H(+)	CHEBI:59871, CHEBI:57288	CHEBI:57287, CHEBI:15378, CHEBI:58496
RHEA:20708	ATP + erythritol = ADP + D-erythritol 4-phosphate + H(+)	CHEBI:30616, CHEBI:17113	CHEBI:456216, CHEBI:15378, CHEBI:57508
RHEA:20712	H(+) + heptanedioyl-CoA + L-alanine = 8-amino-7-oxononanoate + CO2 + CoA	CHEBI:57360, CHEBI:15378, CHEBI:57972	CHEBI:57287, CHEBI:16526, CHEBI:57532
RHEA:20716	H(+) + H2O + S-adenosyl-L-homocysteine = NH4(+) + S-inosyl-L-homocysteine	CHEBI:15377, CHEBI:15378, CHEBI:57856	CHEBI:28938, CHEBI:57985
RHEA:20720	H2O + isopenicillin N + phenylacetyl-CoA = CoA + H(+) + L-2-aminoadipate + penicillin G	CHEBI:15377, CHEBI:58399, CHEBI:57390	CHEBI:57287, CHEBI:15378, CHEBI:58672, CHEBI:51354
RHEA:20724	a 4-saturated-(3S)-hydroxyacyl-CoA = a (3E)-enoyl-CoA + H2O	CHEBI:137480	CHEBI:15377, CHEBI:58521
RHEA:20728	H2O + L-glutamate + O2 = 2-oxoglutarate + H2O2 + NH4(+)	CHEBI:15379, CHEBI:15377, CHEBI:29985	CHEBI:28938, CHEBI:16810, CHEBI:16240
RHEA:20736	acetyl-CoA + glycine = (2S)-2-amino-3-oxobutanoate + CoA	CHEBI:57288, CHEBI:57305	CHEBI:78948, CHEBI:57287
RHEA:20740	H2O + trans-2,3-epoxysuccinate = (2R,3S)-tartrate	CHEBI:15377, CHEBI:57558	CHEBI:30928
RHEA:20744	NADP(+) + prostaglandin D2 = 15-dehydro-prostaglandin D2 + H(+) + NADPH	CHEBI:57406, CHEBI:58349	CHEBI:15378, CHEBI:57783, CHEBI:57408
RHEA:20748	2-oxoglutarate + O2 + penicillin N = CO2 + deacetoxycephalosporin C + H2O + succinate	CHEBI:15379, CHEBI:16810, CHEBI:58408	CHEBI:15377, CHEBI:30031, CHEBI:16526, CHEBI:58415
RHEA:20752	2 cob(II)alamin + H(+) + 2 H2O + NADP(+) = 2 aquacob(III)alamin + NADPH	CHEBI:15377, CHEBI:15378, CHEBI:58349, CHEBI:16304	CHEBI:57783, CHEBI:15852
RHEA:20756	caffeoyl-CoA + isocitrate = 2-caffeoylisocitrate + CoA	CHEBI:57372, CHEBI:16087	CHEBI:57287, CHEBI:57663
RHEA:20760	AH2 + linalool + O2 = (6E)-8-hydroxylinalool + A + H2O	CHEBI:15379, CHEBI:17499, CHEBI:17580	CHEBI:15377, CHEBI:13193, CHEBI:15662
RHEA:20764	(S)-methylmalonyl-CoA + pyruvate = oxaloacetate + propanoyl-CoA	CHEBI:15361, CHEBI:57327	CHEBI:57392, CHEBI:16452
RHEA:20768	3-phosphonopyruvate + H(+) = CO2 + phosphonoacetaldehyde	CHEBI:15378, CHEBI:71402	CHEBI:16526, CHEBI:58383
RHEA:20772	2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H(+) = 5-amino-6-(D-ribitylamino)uracil + riboflavin	CHEBI:15378, CHEBI:58201	CHEBI:57986, CHEBI:15934
RHEA:20776	alpha-D-galactosyl-(1->3)-1D-myo-inositol + raffinose = myo-inositol + stachyose	CHEBI:16634, CHEBI:17505	CHEBI:17268, CHEBI:17164
RHEA:20780	ATP + GMP = ADP + GDP	CHEBI:58115, CHEBI:30616	CHEBI:456216, CHEBI:58189
RHEA:20784	H2O + N(omega)-(ADP-D-ribosyl)-L-arginine = ADP-D-ribose + L-arginine	CHEBI:15377, CHEBI:60267	CHEBI:32682, CHEBI:57967
RHEA:20792	ATP + L-lysine + tRNA(Lys) = AMP + diphosphate + L-lysyl-tRNA(Lys)	CHEBI:32551, CHEBI:30616, GENERIC:9697	CHEBI:33019, CHEBI:456215, GENERIC:9696
RHEA:20796	aldehydo-D-ribose = D-ribulose	CHEBI:47014	CHEBI:17173
RHEA:20800	3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP	CHEBI:67138, GENERIC:14058	CHEBI:58223, CHEBI:15378, GENERIC:14059
RHEA:20804	2-methyl-3-oxopropanoate + CoA + H2O + NAD(+) = H(+) + hydrogencarbonate + NADH + propanoyl-CoA	CHEBI:57287, CHEBI:15377, CHEBI:57700, CHEBI:57540	CHEBI:17544, CHEBI:57945, CHEBI:15378, CHEBI:57392
RHEA:20808	acetyl-CoA + N-acetylneuraminate = CoA + N-acetyl-7-O-acetylneuraminate	CHEBI:57288, CHEBI:35418	CHEBI:57287, CHEBI:28944
RHEA:20812	(3S)-citryl-CoA = acetyl-CoA + oxaloacetate	CHEBI:57321	CHEBI:57288, CHEBI:16452
RHEA:20816	3alpha-hydroxyglycyrrhetinate + NADP(+) = 3-oxoglycyrrhetinate + H(+) + NADPH	CHEBI:58349, CHEBI:57729	CHEBI:15378, CHEBI:57783, CHEBI:57760
RHEA:20820	choline sulfate + H2O = choline + H(+) + sulfate	CHEBI:15377, CHEBI:16822	CHEBI:15378, CHEBI:15354, CHEBI:16189
RHEA:20824	adenosine + ATP = ADP + AMP + H(+)	CHEBI:16335, CHEBI:30616	CHEBI:456215, CHEBI:456216, CHEBI:15378
RHEA:20828	1,2-diacyl-sn-glycero-3-phospho-L-serine + H(+) = a 1,2-diacyl-sn-glycero-3-phosphoethanolamine + CO2	CHEBI:15378, CHEBI:57262	CHEBI:16526, CHEBI:64612
RHEA:20832	ATP + guanine(out) + H2O = ADP + guanine(in) + H(+) + phosphate	CHEBI:15377, CHEBI:16235, CHEBI:30616	CHEBI:16235, CHEBI:456216, CHEBI:15378, CHEBI:43474
RHEA:20836	all-trans-hexaprenyl diphosphate + isopentenyl diphosphate = all-trans-heptaprenyl diphosphate + diphosphate	CHEBI:128769, CHEBI:58179	CHEBI:33019, CHEBI:58206
RHEA:20840	H(+) + L-histidine = CO2 + histamine	CHEBI:15378, CHEBI:57595	CHEBI:16526, CHEBI:58432
RHEA:20844	ATP + hydrogencarbonate + pyruvate = ADP + H(+) + oxaloacetate + phosphate	CHEBI:17544, CHEBI:15361, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:16452, CHEBI:43474
RHEA:20848	H(+) + O2 + phosphate + pyruvate = acetyl phosphate + CO2 + H2O2	CHEBI:15379, CHEBI:15378, CHEBI:15361, CHEBI:43474	CHEBI:16240, CHEBI:22191, CHEBI:16526
RHEA:20852	ATP + H(+)(in) + H2O = ADP + 2 H(+)(out) + phosphate	CHEBI:15377, CHEBI:15378, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:43474
RHEA:20856	an N-acylsphing-4-enine + H2O = a fatty acid + sphing-4-enine	CHEBI:15377, CHEBI:52639	CHEBI:28868, CHEBI:57756
RHEA:20860	(1S,6R)-isopiperitenol + NAD(+) = (6R)-isopiperitenone + H(+) + NADH	CHEBI:57540, CHEBI:15406	CHEBI:57945, CHEBI:15378, CHEBI:15408
RHEA:20864	alpha,alpha-trehalose 6-phosphate + phosphate = beta-D-glucose 1-phosphate + D-glucose 6-phosphate	CHEBI:58429, CHEBI:43474	CHEBI:57684, CHEBI:61548
RHEA:20868	alpha,alpha-trehalose + H2O = 2 D-glucose	CHEBI:15377, CHEBI:16551	CHEBI:4167
RHEA:20872	(20S)-ginsenoside Rd + UDP-alpha-D-glucose = (20S)-ginsenoside Rb1 + H(+) + UDP	CHEBI:58885, CHEBI:67988	CHEBI:58223, CHEBI:15378, CHEBI:67989
RHEA:20876	(R)-2-benzylsuccinyl-CoA + H(+) + oxidized [electron-transfer flavoprotein] = (E)-2-benzylidenesuccinyl-CoA + reduced [electron-transfer flavoprotein]	GENERIC:10685, CHEBI:15378, CHEBI:57253	GENERIC:10686, CHEBI:58519
RHEA:20880	10-hydroxydecanoate + NAD(+) = 10-oxodecanoate + H(+) + NADH	CHEBI:57540, CHEBI:11305	CHEBI:57945, CHEBI:15378, CHEBI:58022
RHEA:20884	H2O + L-serine + NAD(+) = 3-hydroxypyruvate + H(+) + NADH + NH4(+)	CHEBI:15377, CHEBI:57540, CHEBI:33384	CHEBI:28938, CHEBI:57945, CHEBI:15378, CHEBI:17180
RHEA:20888	3-hydroxy-2-methylpropanoyl-CoA + H2O = 3-hydroxy-2-methylpropanoate + CoA + H(+)	CHEBI:15377, CHEBI:57340	CHEBI:57287, CHEBI:15378, CHEBI:11805
RHEA:20892	butanoyl-CoA + phosphate = butanoyl phosphate + CoA	CHEBI:57371, CHEBI:43474	CHEBI:57287, CHEBI:58079
RHEA:20896	ATP + hydrogencarbonate + urea = ADP + H(+) + phosphate + urea-1-carboxylate	CHEBI:17544, CHEBI:16199, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:15832
RHEA:20900	H(+) + H2O + N-benzyloxycarbonylglycine = benzyl alcohol + CO2 + glycine	CHEBI:15377, CHEBI:15378, CHEBI:368997	CHEBI:16526, CHEBI:57305, CHEBI:17987
RHEA:20904	(2S)-2-hydroxypropyl-coenzyme M = (S)-1,2-epoxypropane + coenzyme M	CHEBI:58430	CHEBI:28982, CHEBI:58319
RHEA:20908	3-O-{alpha-D-GlcNAc-[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-{[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n+1)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein] + H(+) + UDP	CHEBI:58052, POLYMER:12623	CHEBI:58223, CHEBI:15378, POLYMER:14295
RHEA:20912	all-trans-geranylgeranyl diphosphate = diphosphate + taxa-4,11-diene	CHEBI:58756	CHEBI:33019, CHEBI:30037
RHEA:20916	L-cysteine + sulfite = hydrogen sulfide + L-cysteate	CHEBI:35235, CHEBI:17359	CHEBI:58090, CHEBI:29919
RHEA:20920	2,4-dichlorophenol + H(+) + NADPH + O2 = 3,5-dichlorocatechol + H2O + NADP(+)	CHEBI:15379, CHEBI:15378, CHEBI:57783, CHEBI:16738	CHEBI:15377, CHEBI:58349, CHEBI:15788
RHEA:20924	a [peptide]-C-terminal (2S)-2-hydroxyglycine = a [peptide]-C-terminal amide + glyoxylate	GENERIC:15321	CHEBI:36655, GENERIC:13485
RHEA:20932	L-erythrulose 1-phosphate = dihydroxyacetone phosphate + formaldehyde	CHEBI:58002	CHEBI:16842, CHEBI:57642
RHEA:20936	2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H2O	CHEBI:11424	CHEBI:15377, CHEBI:11851
RHEA:20940	1D-myo-inositol 1,3,4-trisphosphate + ATP = 1D-myo-inositol 1,3,4,6-tetrakisphosphate + ADP + H(+)	CHEBI:58414, CHEBI:30616	CHEBI:57660, CHEBI:456216, CHEBI:15378
RHEA:20944	S-adenosyl-L-methionine + theobromine = caffeine + H(+) + S-adenosyl-L-homocysteine	CHEBI:28946, CHEBI:59789	CHEBI:27732, CHEBI:15378, CHEBI:57856
RHEA:20948	3-sulfopyruvate + H(+) = CO2 + sulfoacetaldehyde	CHEBI:15378, CHEBI:57940	CHEBI:58246, CHEBI:16526
RHEA:20952	N-acetyl-alpha-D-glucosaminyl-1-diphospho-di-trans,octa-cis-undecaprenol + UDP-alpha-D-glucose = beta-D-glucosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl di-trans,octa-cis-undecaprenyl diphosphate + H(+) + UDP	CHEBI:58885, CHEBI:62959	CHEBI:132174, CHEBI:58223, CHEBI:15378
RHEA:20956	2-phenylacetate + ATP + CoA = AMP + diphosphate + phenylacetyl-CoA	CHEBI:18401, CHEBI:57287, CHEBI:30616	CHEBI:33019, CHEBI:456215, CHEBI:57390
RHEA:20960	1D-myo-inositol hexakisphosphate + H2O = 1D-myo-inositol 1,2,3,5,6-pentakisphosphate + phosphate	CHEBI:15377, CHEBI:58130	CHEBI:58747, CHEBI:43474
RHEA:20964	2-oxoglutarate + L-kynurenine = 4-(2-aminophenyl)-2,4-dioxobutanoate + L-glutamate	CHEBI:57959, CHEBI:16810	CHEBI:29985, CHEBI:58147
RHEA:20968	L-arabinonate = 2-dehydro-3-deoxy-L-arabinonate + H2O	CHEBI:16501	CHEBI:15377, CHEBI:35173
RHEA:20972	1-O-alkyl-2-acyl-sn-glycero-3-phosphocholine + 1-O-alkyl-sn-glycero-3-phosphoethanolamine = 1-O-alkyl-2-acyl-sn-glycero-3-phosphoethanolamine + 1-O-alkyl-sn-glycero-3-phosphocholine	CHEBI:36702, CHEBI:76168	CHEBI:60520, CHEBI:30909
